Subnum,Sequence,Age,Sex,education,Location,Income,question,reward,group,Headline_Veracity,Headline_id,Sharelikelihood,Credibility,Difficulty,Familiarity,Importance,Morality
51,1,23,1,4,2,3,Real_Item9_Reward_Aversion,5,control,Real,9,5,3,6,3,3,4
51,1,23,1,4,2,3,Fake_Item10_Reward_Aversion,5,control,Fake,10,4,2,4,3,4,4
51,1,23,1,4,2,3,Fake_Item11_Reward_Aversion,6,control,Fake,11,4,4,5,4,3,4
51,1,23,1,4,2,3,Fake_Item12_Reward_Aversion,6,control,Fake,12,3,4,4,3,2,4
51,1,23,1,4,2,3,Fake_Item13_Reward_Aversion,6,control,Fake,13,4,3,4,3,2,4
51,1,23,1,4,2,3,Fake_Item14_Reward_Aversion,5,control,Fake,14,5,4,5,4,3,3
51,1,23,1,4,2,3,Fake_Item15_Reward_Aversion,6,control,Fake,15,4,3,5,2,4,3
51,1,23,1,4,2,3,Fake_Item16_Reward_Aversion,6,control,Fake,16,4,2,5,3,5,4
51,1,23,1,4,2,3,Fake_Item17_Reward_Aversion,5,control,Fake,17,3,5,4,3,5,4
51,1,23,1,4,2,3,Fake_Item18_Reward_Aversion,6,control,Fake,18,5,4,5,3,2,5
52,2,22,1,4,3,5,Real_Item1_Reward_Bversion,6,control,Real,1,6,4,3,3,4,3
52,2,22,1,4,3,5,Real_Item2_Reward_Bversion,4,control,Real,2,5,4,5,3,3,3
52,2,22,1,4,3,5,Real_Item3_Reward_Bversion,5,control,Real,3,2,5,3,3,3,5
52,2,22,1,4,3,5,Real_Item4_Reward_Bversion,6,control,Real,4,5,4,3,4,4,4
52,2,22,1,4,3,5,Real_Item5_Reward_Bversion,6,control,Real,5,6,6,1,6,6,6
52,2,22,1,4,3,5,Real_Item6_Reward_Bversion,6,control,Real,6,5,3,4,4,4,5
52,2,22,1,4,3,5,Real_Item7_Reward_Bversion,5,control,Real,7,5,5,1,5,6,5
52,2,22,1,4,3,5,Real_Item8_Reward_Bversion,3,control,Real,8,3,2,6,1,1,2
52,2,22,1,4,3,5,Real_Item9_Reward_Bversion,2,control,Real,9,2,5,6,3,4,6
52,2,22,1,4,3,5,Fake_Item10_Reward_Bversion,5,control,Fake,10,6,5,2,5,6,6
52,2,22,1,4,3,5,Fake_Item11_Reward_Bversion,5,control,Fake,11,4,1,6,1,1,1
52,2,22,1,4,3,5,Fake_Item12_Reward_Bversion,2,control,Fake,12,2,4,5,2,2,2
52,2,22,1,4,3,5,Fake_Item13_Reward_Bversion,1,control,Fake,13,1,2,5,1,1,1
52,2,22,1,4,3,5,Fake_Item14_Reward_Bversion,3,control,Fake,14,5,3,5,3,3,3
52,2,22,1,4,3,5,Fake_Item15_Reward_Bversion,2,control,Fake,15,1,1,6,1,1,1
52,2,22,1,4,3,5,Fake_Item16_Reward_Bversion,6,control,Fake,16,6,5,2,5,6,5
52,2,22,1,4,3,5,Fake_Item17_Reward_Bversion,4,control,Fake,17,3,3,4,4,4,4
52,2,22,1,4,3,5,Fake_Item18_Reward_Bversion,4,control,Fake,18,5,2,6,2,2,2
55,2,20,2,4,1,2,Real_Item1_Reward_Bversion,5,Acc,Real,1,3,2.5,1,6,1,2
55,2,20,2,4,1,2,Real_Item2_Reward_Bversion,5,Acc,Real,2,2,3,1,6,3,3
55,2,20,2,4,1,2,Real_Item3_Reward_Bversion,5,Acc,Real,3,3,3.5,1,6,1,2
55,2,20,2,4,1,2,Real_Item4_Reward_Bversion,6,Acc,Real,4,3,2.5,1,6,1,2
55,2,20,2,4,1,2,Real_Item5_Reward_Bversion,6,Acc,Real,5,5,3.5,1,6,2,3
55,2,20,2,4,1,2,Real_Item6_Reward_Bversion,6,Acc,Real,6,2,3,1,6,1,2
55,2,20,2,4,1,2,Real_Item7_Reward_Bversion,6,Acc,Real,7,2,3,1,6,4,1
55,2,20,2,4,1,2,Real_Item8_Reward_Bversion,5,Acc,Real,8,3,3,1,6,1,2
55,2,20,2,4,1,2,Real_Item9_Reward_Bversion,6,Acc,Real,9,2,3,1,6,1,3
55,2,20,2,4,1,2,Fake_Item10_Reward_Bversion,4,Acc,Fake,10,5,4,1,6,2,3
55,2,20,2,4,1,2,Fake_Item11_Reward_Bversion,5,Acc,Fake,11,4,2.5,1,6,1,2
55,2,20,2,4,1,2,Fake_Item12_Reward_Bversion,3,Acc,Fake,12,4,4.5,1,6,1,2
55,2,20,2,4,1,2,Fake_Item13_Reward_Bversion,5,Acc,Fake,13,2,2.5,1,6,1,2
55,2,20,2,4,1,2,Fake_Item14_Reward_Bversion,5,Acc,Fake,14,3,2.5,1,6,1,2
55,2,20,2,4,1,2,Fake_Item15_Reward_Bversion,6,Acc,Fake,15,3,3,1,6,1,2
55,2,20,2,4,1,2,Fake_Item16_Reward_Bversion,6,Acc,Fake,16,3,2.5,1,6,1,3
55,2,20,2,4,1,2,Fake_Item17_Reward_Bversion,5,Acc,Fake,17,4,3,1,6,1,2
55,2,20,2,4,1,2,Fake_Item18_Reward_Bversion,6,Acc,Fake,18,2,2.5,1,6,2,3
59,2,20,1,4,3,3,Real_Item1_Reward_Bversion,6,Acc,Real,1,1,6,1,3,2,6
59,2,20,1,4,3,3,Real_Item2_Reward_Bversion,6,Acc,Real,2,2,3.5,4,2,1,4
59,2,20,1,4,3,3,Real_Item3_Reward_Bversion,6,Acc,Real,3,1,5,1,1,2,5
59,2,20,1,4,3,3,Real_Item4_Reward_Bversion,6,Acc,Real,4,1,3.5,2,1,1,4
59,2,20,1,4,3,3,Real_Item5_Reward_Bversion,6,Acc,Real,5,2,3.5,3,1,1,5
59,2,20,1,4,3,3,Real_Item6_Reward_Bversion,6,Acc,Real,6,1,3.5,2,1,1,6
59,2,20,1,4,3,3,Real_Item7_Reward_Bversion,6,Acc,Real,7,1,2.5,3,1,1,4
59,2,20,1,4,3,3,Real_Item8_Reward_Bversion,6,Acc,Real,8,2,4,4,1,1,4
59,2,20,1,4,3,3,Real_Item9_Reward_Bversion,6,Acc,Real,9,1,3,4,1,1,4
59,2,20,1,4,3,3,Fake_Item10_Reward_Bversion,5,Acc,Fake,10,3,4.5,2,1,1,6
59,2,20,1,4,3,3,Fake_Item11_Reward_Bversion,6,Acc,Fake,11,1,3,3,1,1,4
59,2,20,1,4,3,3,Fake_Item12_Reward_Bversion,6,Acc,Fake,12,1,2.5,4,1,1,3
59,2,20,1,4,3,3,Fake_Item13_Reward_Bversion,6,Acc,Fake,13,1,2,4,1,1,4
59,2,20,1,4,3,3,Fake_Item14_Reward_Bversion,6,Acc,Fake,14,1,3,5,1,1,4
59,2,20,1,4,3,3,Fake_Item15_Reward_Bversion,6,Acc,Fake,15,2,3,5,1,1,5
59,2,20,1,4,3,3,Fake_Item16_Reward_Bversion,6,Acc,Fake,16,2,3.5,4,1,1,4
59,2,20,1,4,3,3,Fake_Item17_Reward_Bversion,6,Acc,Fake,17,1,2,3,1,1,4
59,2,20,1,4,3,3,Fake_Item18_Reward_Bversion,6,Acc,Fake,18,1,1,6,1,1,4
62,2,18,1,4,3,4,Real_Item1_Reward_Bversion,4,Acc,Real,1,5,5.5,1,5,2,6
62,2,18,1,4,3,4,Real_Item2_Reward_Bversion,6,Acc,Real,2,5,5.5,3,3,4,5
62,2,18,1,4,3,4,Real_Item3_Reward_Bversion,6,Acc,Real,3,3,4.5,2,5,2,4
62,2,18,1,4,3,4,Real_Item4_Reward_Bversion,6,Acc,Real,4,5,5.5,1,5,2,6
62,2,18,1,4,3,4,Real_Item5_Reward_Bversion,3,Acc,Real,5,2,4.5,6,2,4,5
62,2,18,1,4,3,4,Real_Item6_Reward_Bversion,3,Acc,Real,6,5,5.5,1,5,5,5
62,2,18,1,4,3,4,Real_Item7_Reward_Bversion,2,Acc,Real,7,6,6,1,6,5,6
62,2,18,1,4,3,4,Real_Item8_Reward_Bversion,6,Acc,Real,8,2,4,5,2,2,3
62,2,18,1,4,3,4,Real_Item9_Reward_Bversion,6,Acc,Real,9,1,2,2,3,4,1
62,2,18,1,4,3,4,Fake_Item10_Reward_Bversion,6,Acc,Fake,10,6,5.5,3,6,4,5
62,2,18,1,4,3,4,Fake_Item11_Reward_Bversion,5,Acc,Fake,11,4,1.5,5,2,2,4
62,2,18,1,4,3,4,Fake_Item12_Reward_Bversion,5,Acc,Fake,12,2,4,4,3,4,5
62,2,18,1,4,3,4,Fake_Item13_Reward_Bversion,6,Acc,Fake,13,6,4.5,3,4,2,1
62,2,18,1,4,3,4,Fake_Item14_Reward_Bversion,6,Acc,Fake,14,6,3.5,5,3,2,4
62,2,18,1,4,3,4,Fake_Item15_Reward_Bversion,6,Acc,Fake,15,2,1.5,4,5,6,5
62,2,18,1,4,3,4,Fake_Item16_Reward_Bversion,6,Acc,Fake,16,5,3.5,5,2,3,4
62,2,18,1,4,3,4,Fake_Item17_Reward_Bversion,6,Acc,Fake,17,6,4.5,5,2,4,4
62,2,18,1,4,3,4,Fake_Item18_Reward_Bversion,2,Acc,Fake,18,6,5,2,4,5,6
65,2,23,2,5,1,7,Real_Item1_Reward_Bversion,2,Acc,Real,1,4,5,2,4,2,5
65,2,23,2,5,1,7,Real_Item2_Reward_Bversion,4,Acc,Real,2,4,5,2,4,3,5
65,2,23,2,5,1,7,Real_Item3_Reward_Bversion,3,Acc,Real,3,3,5,2,5,4,2
65,2,23,2,5,1,7,Real_Item4_Reward_Bversion,5,Acc,Real,4,5,5,2,4,4,5
65,2,23,2,5,1,7,Real_Item5_Reward_Bversion,3,Acc,Real,5,3,5,2,3,3,5
65,2,23,2,5,1,7,Real_Item6_Reward_Bversion,3,Acc,Real,6,2,3,3,4,2,4
65,2,23,2,5,1,7,Real_Item7_Reward_Bversion,1,Acc,Real,7,4,5,2,3,5,5
65,2,23,2,5,1,7,Real_Item8_Reward_Bversion,1,Acc,Real,8,5,5,2,4,5,5
65,2,23,2,5,1,7,Real_Item9_Reward_Bversion,2,Acc,Real,9,3,4.5,4,3,3,2
65,2,23,2,5,1,7,Fake_Item10_Reward_Bversion,4,Acc,Fake,10,3,5,1,5,3,5
65,2,23,2,5,1,7,Fake_Item11_Reward_Bversion,2,Acc,Fake,11,5,5,3,5,5,5
65,2,23,2,5,1,7,Fake_Item12_Reward_Bversion,6,Acc,Fake,12,2,4.5,2,2,4,3
65,2,23,2,5,1,7,Fake_Item13_Reward_Bversion,4,Acc,Fake,13,4,5,1,5,2,4
65,2,23,2,5,1,7,Fake_Item14_Reward_Bversion,5,Acc,Fake,14,2,3.5,2,3,4,3
65,2,23,2,5,1,7,Fake_Item15_Reward_Bversion,6,Acc,Fake,15,1,2,2,5,3,1
65,2,23,2,5,1,7,Fake_Item16_Reward_Bversion,6,Acc,Fake,16,1,2,2,3,3,2
65,2,23,2,5,1,7,Fake_Item17_Reward_Bversion,3,Acc,Fake,17,3,4,1,4,2,2
65,2,23,2,5,1,7,Fake_Item18_Reward_Bversion,6,Acc,Fake,18,1,2,1,5,2,1
66,1,26,1,4,3,3,Real_Item1_Reward_Aversion,5,Acc,Real,1,3,3,3,3,5,5
66,1,26,1,4,3,3,Real_Item2_Reward_Aversion,4,Acc,Real,2,3,3.5,3,4,3,4
66,1,26,1,4,3,3,Real_Item3_Reward_Aversion,5,Acc,Real,3,4,3,5,5,5,4
66,1,26,1,4,3,3,Real_Item4_Reward_Aversion,2,Acc,Real,4,3,5.5,5,3,4,6
66,1,26,1,4,3,3,Real_Item5_Reward_Aversion,3,Acc,Real,5,4,3.5,3,2,5,6
66,1,26,1,4,3,3,Real_Item6_Reward_Aversion,5,Acc,Real,6,2,4,4,6,2,3
66,1,26,1,4,3,3,Real_Item7_Reward_Aversion,3,Acc,Real,7,2,4.5,6,5,3,3
66,1,26,1,4,3,3,Real_Item8_Reward_Aversion,3,Acc,Real,8,5,4,4,5,2,3
66,1,26,1,4,3,3,Real_Item9_Reward_Aversion,6,Acc,Real,9,5,3,5,3,3,6
66,1,26,1,4,3,3,Fake_Item10_Reward_Aversion,3,Acc,Fake,10,3,4.5,3,5,2,5
66,1,26,1,4,3,3,Fake_Item11_Reward_Aversion,5,Acc,Fake,11,3,4.5,4,4,5,2
66,1,26,1,4,3,3,Fake_Item12_Reward_Aversion,5,Acc,Fake,12,4,3,4,4,5,3
66,1,26,1,4,3,3,Fake_Item13_Reward_Aversion,3,Acc,Fake,13,3,5,4,2,5,5
66,1,26,1,4,3,3,Fake_Item14_Reward_Aversion,4,Acc,Fake,14,3,4,5,4,5,3
66,1,26,1,4,3,3,Fake_Item15_Reward_Aversion,3,Acc,Fake,15,3,4,4,4,5,2
66,1,26,1,4,3,3,Fake_Item16_Reward_Aversion,6,Acc,Fake,16,5,3.5,5,5,4,2
66,1,26,1,4,3,3,Fake_Item17_Reward_Aversion,3,Acc,Fake,17,4,3.5,4,6,4,5
66,1,26,1,4,3,3,Fake_Item18_Reward_Aversion,3,Acc,Fake,18,3,5,4,4,5,3
67,1,19,2,4,3,3,Real_Item1_Reward_Aversion,4,Acc,Real,1,4,6,1,6,6,6
67,1,19,2,4,3,3,Real_Item2_Reward_Aversion,1,Acc,Real,2,6,6,3,1,6,3
67,1,19,2,4,3,3,Real_Item3_Reward_Aversion,6,Acc,Real,3,1,1,5,2,6,1
67,1,19,2,4,3,3,Real_Item4_Reward_Aversion,2,Acc,Real,4,6,5.5,1,3,6,6
67,1,19,2,4,3,3,Real_Item5_Reward_Aversion,3,Acc,Real,5,6,5,3,4,6,2
67,1,19,2,4,3,3,Real_Item6_Reward_Aversion,1,Acc,Real,6,6,6,1,6,6,6
67,1,19,2,4,3,3,Real_Item7_Reward_Aversion,1,Acc,Real,7,6,6,6,2,6,6
67,1,19,2,4,3,3,Real_Item8_Reward_Aversion,1,Acc,Real,8,6,6,1,1,6,2
67,1,19,2,4,3,3,Real_Item9_Reward_Aversion,6,Acc,Real,9,6,3.5,1,1,1,3
67,1,19,2,4,3,3,Fake_Item10_Reward_Aversion,1,Acc,Fake,10,6,5,1,1,6,6
67,1,19,2,4,3,3,Fake_Item11_Reward_Aversion,3,Acc,Fake,11,6,6,1,1,6,6
67,1,19,2,4,3,3,Fake_Item12_Reward_Aversion,1,Acc,Fake,12,4,4,4,2,6,3
67,1,19,2,4,3,3,Fake_Item13_Reward_Aversion,6,Acc,Fake,13,1,1,1,1,1,1
67,1,19,2,4,3,3,Fake_Item14_Reward_Aversion,1,Acc,Fake,14,5,5.5,6,1,6,6
67,1,19,2,4,3,3,Fake_Item15_Reward_Aversion,4,Acc,Fake,15,4,5.5,5,1,6,6
67,1,19,2,4,3,3,Fake_Item16_Reward_Aversion,2,Acc,Fake,16,6,5,1,3,6,2
67,1,19,2,4,3,3,Fake_Item17_Reward_Aversion,1,Acc,Fake,17,6,6,1,6,4,1
67,1,19,2,4,3,3,Fake_Item18_Reward_Aversion,1,Acc,Fake,18,6,6,6,1,6,6
68,2,20,1,4,1,5,Real_Item1_Reward_Bversion,6,Acc,Real,1,1,1,1,1,1,1
68,2,20,1,4,1,5,Real_Item2_Reward_Bversion,6,Acc,Real,2,1,1,1,1,1,1
68,2,20,1,4,1,5,Real_Item3_Reward_Bversion,6,Acc,Real,3,1,1,1,1,1,1
68,2,20,1,4,1,5,Real_Item4_Reward_Bversion,6,Acc,Real,4,4,6,1,1,6,4
68,2,20,1,4,1,5,Real_Item5_Reward_Bversion,6,Acc,Real,5,1,1,1,1,1,1
68,2,20,1,4,1,5,Real_Item6_Reward_Bversion,6,Acc,Real,6,1,5,1,4,4,4
68,2,20,1,4,1,5,Real_Item7_Reward_Bversion,6,Acc,Real,7,1,6,1,1,6,3
68,2,20,1,4,1,5,Real_Item8_Reward_Bversion,6,Acc,Real,8,1,1,1,1,1,1
68,2,20,1,4,1,5,Real_Item9_Reward_Bversion,6,Acc,Real,9,3,4.5,1,6,6,3
68,2,20,1,4,1,5,Fake_Item10_Reward_Bversion,6,Acc,Fake,10,1,5,1,6,3,6
68,2,20,1,4,1,5,Fake_Item11_Reward_Bversion,6,Acc,Fake,11,1,2,1,1,1,1
68,2,20,1,4,1,5,Fake_Item12_Reward_Bversion,6,Acc,Fake,12,1,1,1,1,4,6
68,2,20,1,4,1,5,Fake_Item13_Reward_Bversion,6,Acc,Fake,13,1,2.5,1,1,1,1
68,2,20,1,4,1,5,Fake_Item14_Reward_Bversion,6,Acc,Fake,14,4,2.5,1,1,3,2
68,2,20,1,4,1,5,Fake_Item15_Reward_Bversion,6,Acc,Fake,15,1,2,1,1,3,5
68,2,20,1,4,1,5,Fake_Item16_Reward_Bversion,6,Acc,Fake,16,1,3,1,1,3,6
68,2,20,1,4,1,5,Fake_Item17_Reward_Bversion,6,Acc,Fake,17,1,1,1,1,4,1
68,2,20,1,4,1,5,Fake_Item18_Reward_Bversion,6,Acc,Fake,18,6,5,1,6,6,6
69,2,28,1,4,2,5,Real_Item1_Reward_Bversion,6,Acc,Real,1,1,3.5,1,1,1,1
69,2,28,1,4,2,5,Real_Item2_Reward_Bversion,6,Acc,Real,2,2,3,1,1,1,2
69,2,28,1,4,2,5,Real_Item3_Reward_Bversion,6,Acc,Real,3,1,6,1,4,2,1
69,2,28,1,4,2,5,Real_Item4_Reward_Bversion,5,Acc,Real,4,1,5,1,2,2,1
69,2,28,1,4,2,5,Real_Item5_Reward_Bversion,3,Acc,Real,5,2,5.5,1,1,1,1
69,2,28,1,4,2,5,Real_Item6_Reward_Bversion,3,Acc,Real,6,1,3,1,1,1,1
69,2,28,1,4,2,5,Real_Item7_Reward_Bversion,1,Acc,Real,7,1,6,1,4,1,2
69,2,28,1,4,2,5,Real_Item8_Reward_Bversion,6,Acc,Real,8,1,6,1,4,2,1
69,2,28,1,4,2,5,Real_Item9_Reward_Bversion,6,Acc,Real,9,2,3.5,1,1,1,1
69,2,28,1,4,2,5,Fake_Item10_Reward_Bversion,4,Acc,Fake,10,6,5,1,6,1,2
69,2,28,1,4,2,5,Fake_Item11_Reward_Bversion,3,Acc,Fake,11,1,6,1,1,1,1
69,2,28,1,4,2,5,Fake_Item12_Reward_Bversion,4,Acc,Fake,12,3,4,1,2,3,3
69,2,28,1,4,2,5,Fake_Item13_Reward_Bversion,4,Acc,Fake,13,1,3,1,1,1,1
69,2,28,1,4,2,5,Fake_Item14_Reward_Bversion,6,Acc,Fake,14,4,3.5,1,3,2,1
69,2,28,1,4,2,5,Fake_Item15_Reward_Bversion,6,Acc,Fake,15,1,1,1,1,1,1
69,2,28,1,4,2,5,Fake_Item16_Reward_Bversion,1,Acc,Fake,16,1,1,1,1,1,1
69,2,28,1,4,2,5,Fake_Item17_Reward_Bversion,6,Acc,Fake,17,1,1,1,1,1,1
69,2,28,1,4,2,5,Fake_Item18_Reward_Bversion,4,Acc,Fake,18,3,4,1,3,3,5
70,1,20,1,4,2,3,Real_Item1_Reward_Aversion,1,Acc,Real,1,6,6,1,5,6,6
70,1,20,1,4,2,3,Real_Item2_Reward_Aversion,6,Acc,Real,2,2,4.5,2,4,2,2
70,1,20,1,4,2,3,Real_Item3_Reward_Aversion,2,Acc,Real,3,4,5,2,4,5,2
70,1,20,1,4,2,3,Real_Item4_Reward_Aversion,2,Acc,Real,4,4,5,2,5,6,5
70,1,20,1,4,2,3,Real_Item5_Reward_Aversion,2,Acc,Real,5,5,4,3,2,5,6
70,1,20,1,4,2,3,Real_Item6_Reward_Aversion,2,Acc,Real,6,4,5,5,4,5,6
70,1,20,1,4,2,3,Real_Item7_Reward_Aversion,1,Acc,Real,7,6,6,1,5,5,6
70,1,20,1,4,2,3,Real_Item8_Reward_Aversion,2,Acc,Real,8,4,5,3,4,4,5
70,1,20,1,4,2,3,Real_Item9_Reward_Aversion,6,Acc,Real,9,1,1,5,4,3,2
70,1,20,1,4,2,3,Fake_Item10_Reward_Aversion,1,Acc,Fake,10,6,6,1,6,3,6
70,1,20,1,4,2,3,Fake_Item11_Reward_Aversion,4,Acc,Fake,11,3,3,2,5,4,5
70,1,20,1,4,2,3,Fake_Item12_Reward_Aversion,1,Acc,Fake,12,5,5,2,5,4,5
70,1,20,1,4,2,3,Fake_Item13_Reward_Aversion,6,Acc,Fake,13,1,1.5,5,2,2,2
70,1,20,1,4,2,3,Fake_Item14_Reward_Aversion,5,Acc,Fake,14,3,4,2,4,2,4
70,1,20,1,4,2,3,Fake_Item15_Reward_Aversion,1,Acc,Fake,15,4,4.5,2,5,6,2
70,1,20,1,4,2,3,Fake_Item16_Reward_Aversion,1,Acc,Fake,16,6,5.5,5,5,4,2
70,1,20,1,4,2,3,Fake_Item17_Reward_Aversion,6,Acc,Fake,17,3,4,5,4,2,2
70,1,20,1,4,2,3,Fake_Item18_Reward_Aversion,1,Acc,Fake,18,5,5.5,2,5,6,5
71,2,20,1,4,1,4,Real_Item1_Reward_Bversion,4,Acc,Real,1,4,5,5,4,5,6
71,2,20,1,4,1,4,Real_Item2_Reward_Bversion,4,Acc,Real,2,4,5,6,4,5,5
71,2,20,1,4,1,4,Real_Item3_Reward_Bversion,5,Acc,Real,3,5,3.5,5,5,3,4
71,2,20,1,4,1,4,Real_Item4_Reward_Bversion,5,Acc,Real,4,4,4.5,5,3,5,4
71,2,20,1,4,1,4,Real_Item5_Reward_Bversion,5,Acc,Real,5,3,4,5,4,4,4
71,2,20,1,4,1,4,Real_Item6_Reward_Bversion,4,Acc,Real,6,4,5,5,3,5,5
71,2,20,1,4,1,4,Real_Item7_Reward_Bversion,5,Acc,Real,7,5,4,6,5,4,4
71,2,20,1,4,1,4,Real_Item8_Reward_Bversion,4,Acc,Real,8,4,5,5,5,5,2
71,2,20,1,4,1,4,Real_Item9_Reward_Bversion,4,Acc,Real,9,4,5,5,4,5,4
71,2,20,1,4,1,4,Fake_Item10_Reward_Bversion,4,Acc,Fake,10,3,5,5,4,3,4
71,2,20,1,4,1,4,Fake_Item11_Reward_Bversion,4,Acc,Fake,11,5,5.5,6,4,4,4
71,2,20,1,4,1,4,Fake_Item12_Reward_Bversion,4,Acc,Fake,12,4,5,5,5,5,6
71,2,20,1,4,1,4,Fake_Item13_Reward_Bversion,4,Acc,Fake,13,4,4,5,5,4,4
71,2,20,1,4,1,4,Fake_Item14_Reward_Bversion,4,Acc,Fake,14,6,5,5,3,5,4
71,2,20,1,4,1,4,Fake_Item15_Reward_Bversion,4,Acc,Fake,15,4,5,5,4,5,5
71,2,20,1,4,1,4,Fake_Item16_Reward_Bversion,4,Acc,Fake,16,1,3,6,5,3,4
71,2,20,1,4,1,4,Fake_Item17_Reward_Bversion,5,Acc,Fake,17,5,4.5,5,4,5,4
71,2,20,1,4,1,4,Fake_Item18_Reward_Bversion,1,Acc,Fake,18,4,5,5,4,3,5
72,1,20,2,4,2,5,Real_Item1_Reward_Aversion,6,Acc,Real,1,3,5,3,5,1,1
72,1,20,2,4,2,5,Real_Item2_Reward_Aversion,6,Acc,Real,2,5,4.5,4,1,1,3
72,1,20,2,4,2,5,Real_Item3_Reward_Aversion,4,Acc,Real,3,1,5,6,4,1,1
72,1,20,2,4,2,5,Real_Item4_Reward_Aversion,6,Acc,Real,4,1,6,3,5,1,6
72,1,20,2,4,2,5,Real_Item5_Reward_Aversion,6,Acc,Real,5,1,4,4,5,1,5
72,1,20,2,4,2,5,Real_Item6_Reward_Aversion,6,Acc,Real,6,1,2.5,4,1,1,5
72,1,20,2,4,2,5,Real_Item7_Reward_Aversion,4,Acc,Real,7,2,5,4,4,1,3
72,1,20,2,4,2,5,Real_Item8_Reward_Aversion,6,Acc,Real,8,3,4.5,5,3,1,2
72,1,20,2,4,2,5,Real_Item9_Reward_Aversion,4,Acc,Real,9,4,4,5,4,1,4
72,1,20,2,4,2,5,Fake_Item10_Reward_Aversion,2,Acc,Fake,10,1,5,2,5,1,1
72,1,20,2,4,2,5,Fake_Item11_Reward_Aversion,2,Acc,Fake,11,5,6,2,5,1,5
72,1,20,2,4,2,5,Fake_Item12_Reward_Aversion,4,Acc,Fake,12,5,5,3,5,1,4
72,1,20,2,4,2,5,Fake_Item13_Reward_Aversion,6,Acc,Fake,13,1,5,5,3,1,5
72,1,20,2,4,2,5,Fake_Item14_Reward_Aversion,6,Acc,Fake,14,1,2,4,1,1,4
72,1,20,2,4,2,5,Fake_Item15_Reward_Aversion,6,Acc,Fake,15,1,3,2,1,1,2
72,1,20,2,4,2,5,Fake_Item16_Reward_Aversion,6,Acc,Fake,16,1,1.5,6,4,4,1
72,1,20,2,4,2,5,Fake_Item17_Reward_Aversion,6,Acc,Fake,17,4,5,4,5,1,4
72,1,20,2,4,2,5,Fake_Item18_Reward_Aversion,6,Acc,Fake,18,1,1,6,4,1,1
73,1,24,2,5,2,6,Real_Item1_Reward_Aversion,2,Acc,Real,1,6,4,4,5,4,3
73,1,24,2,5,2,6,Real_Item2_Reward_Aversion,2,Acc,Real,2,3,5,4,4,5,3
73,1,24,2,5,2,6,Real_Item3_Reward_Aversion,3,Acc,Real,3,4,5,4,3,4,6
73,1,24,2,5,2,6,Real_Item4_Reward_Aversion,2,Acc,Real,4,3,4,4,4,4,2
73,1,24,2,5,2,6,Real_Item5_Reward_Aversion,1,Acc,Real,5,4,5.5,5,4,5,2
73,1,24,2,5,2,6,Real_Item6_Reward_Aversion,2,Acc,Real,6,6,5.5,4,3,5,6
73,1,24,2,5,2,6,Real_Item7_Reward_Aversion,1,Acc,Real,7,3,5.5,4,4,4,3
73,1,24,2,5,2,6,Real_Item8_Reward_Aversion,2,Acc,Real,8,5,4,3,6,3,5
73,1,24,2,5,2,6,Real_Item9_Reward_Aversion,6,Acc,Real,9,4,2,3,2,4,4
73,1,24,2,5,2,6,Fake_Item10_Reward_Aversion,3,Acc,Fake,10,6,4.5,3,2,4,4
73,1,24,2,5,2,6,Fake_Item11_Reward_Aversion,1,Acc,Fake,11,5,4.5,5,4,4,2
73,1,24,2,5,2,6,Fake_Item12_Reward_Aversion,4,Acc,Fake,12,4,5,4,4,2,3
73,1,24,2,5,2,6,Fake_Item13_Reward_Aversion,2,Acc,Fake,13,3,4.5,3,2,4,5
73,1,24,2,5,2,6,Fake_Item14_Reward_Aversion,5,Acc,Fake,14,2,4,4,4,4,6
73,1,24,2,5,2,6,Fake_Item15_Reward_Aversion,2,Acc,Fake,15,2,3.5,4,4,5,5
73,1,24,2,5,2,6,Fake_Item16_Reward_Aversion,1,Acc,Fake,16,3,5,3,2,3,4
73,1,24,2,5,2,6,Fake_Item17_Reward_Aversion,3,Acc,Fake,17,4,2,4,3,4,5
73,1,24,2,5,2,6,Fake_Item18_Reward_Aversion,2,Acc,Fake,18,4,5.5,4,3,6,5
74,1,25,2,4,4,5,Real_Item1_Reward_Aversion,6,Acc,Real,1,5,5.5,4,5,4,3
74,1,25,2,4,4,5,Real_Item2_Reward_Aversion,5,Acc,Real,2,5,5.5,5,4,3,4
74,1,25,2,4,4,5,Real_Item3_Reward_Aversion,6,Acc,Real,3,5,6,6,6,6,6
74,1,25,2,4,4,5,Real_Item4_Reward_Aversion,5,Acc,Real,4,6,6,3,4,3,5
74,1,25,2,4,4,5,Real_Item5_Reward_Aversion,6,Acc,Real,5,5,5.5,3,4,5,5
74,1,25,2,4,4,5,Real_Item6_Reward_Aversion,6,Acc,Real,6,5,6,3,5,4,4
74,1,25,2,4,4,5,Real_Item7_Reward_Aversion,6,Acc,Real,7,5,5.5,5,4,3,4
74,1,25,2,4,4,5,Real_Item8_Reward_Aversion,5,Acc,Real,8,5,6,3,3,3,4
74,1,25,2,4,4,5,Real_Item9_Reward_Aversion,6,Acc,Real,9,5,5.5,5,4,4,6
74,1,25,2,4,4,5,Fake_Item10_Reward_Aversion,6,Acc,Fake,10,6,6,3,3,3,3
74,1,25,2,4,4,5,Fake_Item11_Reward_Aversion,6,Acc,Fake,11,6,6,3,5,3,4
